Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 2033   31.24   -0.35    8.15  105.17   11.98
 2034   12.71   -0.35   -7.34   78.08  -19.57
 2035   -1.99   -0.30  -34.72   39.68  -12.60
 2036  -53.43   -0.35  -34.11 -148.61  -30.63
 2037   30.12   -0.27   52.24   96.83  -28.32
 2038   10.09   -0.33  -19.38  108.83  -48.78
 2039   11.46   -0.03   -1.27   28.89   18.25
 2040   17.83   -0.35    0.05   23.23   48.40
 2041   -3.11   -0.34   20.72   10.58  -43.40
 2042  -29.82   -0.31  -29.04 -119.23   29.30
 2043   15.08   -0.33   -6.66   66.81    0.49
 2044  -35.53   -0.29  -33.44  -78.22  -30.19
 2045   38.65   -0.33   34.51   84.29   36.13
 2046    1.48   -0.34  -12.27  -12.98   31.53
 2047  -18.06   -0.34  -10.89  -90.15   29.14
 2048   32.08   -0.34   27.72   73.70   27.26
 2049  -57.65    1.34  -35.41 -152.75  -43.77
 2050    5.22   -0.35   23.44  -28.02   25.79
 2051  -21.00   -0.32   -0.19  -83.55    0.06
 2052   16.81   -0.04  115.69  -39.91   -8.50
 2053   -3.60   -0.35  -32.90   43.29  -24.44
 2054   51.12   -0.34    1.46  195.64    7.72
 2055  -32.19   -0.32  -19.56 -112.82    3.96
 2056   42.35   -0.34   74.86   45.84   49.05
 2057    3.18   -0.35  -15.67   -7.06   35.78
 2058   14.74   -0.35   -2.87   83.00  -20.83
 2059  -14.63   -0.34  -17.18  -23.60  -17.41
 2060   -8.55   -0.35  -27.21  -28.86   22.22
 2061   35.14   -0.34   -1.03   87.97   53.97
 2062  -44.87   -0.30  -33.82 -119.10  -26.26
 2063  -14.83   -0.35  -33.23  -92.14   66.39
 2064  -14.18   -0.34    1.84  -31.77  -26.42
 2065  -11.59    0.42   -2.89  -52.34    8.44
 2066   -7.21   -0.35    6.41  -42.06    7.15
 2067   -5.76   -0.32   26.36  -39.51   -9.56
 2068    3.84   -0.35  -31.00   41.00    5.71
 2069   -2.12   -0.34  -32.81   15.76    8.91
 2070   -2.88   -0.33    8.64   22.19  -42.03
 2071  -20.76   -0.35  -14.73 -128.52   60.56
 2072   20.85   -0.34    5.84   94.68  -16.77
 2073   -8.52   -0.32  -28.65    6.41  -11.54
 2074  -26.34   -0.35  -15.19  -67.20  -22.61
 2075  -30.02   -0.30  -33.49  -78.48   -7.83
 2076  -10.47   -0.27   -8.33  -14.62  -18.69
 2077   12.19   -0.34  -18.02   44.76   22.35
 2078    3.23   -0.35    2.65    2.57    8.07
 2079    1.45   -0.35   19.28  -64.32   51.19
 2080    1.22   -0.35   36.20  -38.45    7.47
 2081    9.35   -0.35  -11.49    1.20   48.03
 2082  -47.91   -0.33   -7.45 -145.49  -38.36
 2083  -31.50   -0.35  -17.51  -67.29  -40.86
 2084  -18.37   -0.35  -21.70 -104.86   53.44
 2085  -43.22   -0.33  -23.73 -106.27  -42.57
 2086  -27.65   -0.35   14.11  -91.07  -33.27
 2087   -7.05   -0.35  -20.05  -20.19   12.39
 2088  -31.99   -0.35  -30.19  -62.60  -34.83
 2089   -9.74   -0.35   57.06  -54.16  -41.49
 2090  -21.59   -0.35   -6.04 -100.64   20.68
 2091  -35.32   -0.29   -3.78 -103.51  -33.71
 2092   -4.59   -0.32   19.80  -30.16   -7.66
 2093   -1.44   -0.35   25.73   -9.94  -21.22
 2094  -28.06   -0.33  -25.87  -57.27  -28.78
 2095  -32.36   -0.12    4.35 -114.79  -18.86
 2096  -22.72   -0.33  -25.23  -45.17  -20.14
 2097  -25.88   -0.35   -5.76  -77.95  -19.45
 2098  -26.56   -0.28  -26.46  -66.05  -13.45
 2099  -33.57   -0.28    9.41 -124.55  -18.86
 2100  -20.58   -0.35   28.58 -119.91    9.34
Projections under SRES A1B scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001    0.74   -0.35   -8.12    0.86   10.58
 2002  -31.53    0.66  -32.97  -99.77    5.97
 2003   -3.69   -0.34  -34.67   16.94    3.30
 2004   10.85   -0.32    3.30   25.18   15.22
 2005  -16.79   -0.32  -26.68  -47.35    7.19
 2006  -30.52   -0.34  -32.60  -98.15    9.01
 2007   12.42   -0.35    8.43   77.04  -35.45
 2008   -4.72   -0.31  -32.34   53.90  -40.15
 2009  -20.08   -0.14  -19.55  -26.00  -34.63
 2010    7.55   -0.23   45.68  -47.57   32.31
 2011   20.77   -0.35   55.08   39.37  -11.01
 2012    8.16   -0.34  -34.50   32.62   34.86
 2013   10.32   -0.24  -16.23  -15.06   72.81
 2014  -34.90   -0.04  -35.64 -102.96   -0.94
 2015   26.59   -0.34   18.65   85.16    2.91
 2016   21.03   -0.34   44.60   79.15  -39.30
 2017   -8.75   -0.34  -25.27  -10.72    1.32
 2018   30.82    0.17   40.33    4.36   78.42
 2019   -7.13   -0.35    2.28  -43.73   13.30
 2020  -10.67    0.13  -35.01  -37.74   29.95
 2021  -37.06   -0.31  -22.83 -113.20  -11.89
 2022  -12.74   -0.31    6.56 -113.11   55.90
 2023   -4.55    4.08   -6.52  -11.42   -4.36
 2024   21.05   -0.34   25.83   84.42  -25.70
 2025   13.26   -0.35   38.21   32.10  -16.92
 2026   -4.31   -0.35  -14.29  -57.14   54.55
 2027   18.93   -0.32  -17.23   47.19   46.09
 2028  -16.88   -0.24   -5.63  -61.29   -0.36
 2029  -24.27   -0.27  -34.00  -38.56  -24.23
 2030   24.55   -0.35   48.26   13.54   36.73
 2031   37.94   -0.32    9.22   74.26   68.62
 2032   17.89   -0.33  -28.54   44.84   55.60
 2033  -10.17   -0.34  -11.49   -8.36  -20.48
 2034    4.81   -0.34  -34.32   27.78   26.14
 2035  -17.55   -0.34  -32.06  -20.24  -17.55
 2036   -2.46   -0.14  -29.25   -1.98   21.53
 2037  -21.42   -0.34  -33.79  -55.74    4.20
 2038   21.05   -0.35   35.65   68.37  -19.48
 2039    1.59   -0.34    8.32   -0.86   -0.77
 2040   -8.68   -0.30  -15.95   20.30  -38.76
 2041   16.34   -0.35  -19.43   56.69   28.43
 2042   38.20   -0.30  -16.97  123.25   46.81
 2043   39.54   -0.30  -22.08  141.92   38.61
 2044  -16.70   -0.35   -1.55  -22.42  -42.48
 2045   -6.71   -0.29  -12.99  -22.09    8.52
 2046  -12.51   -0.26  -31.74   -1.58  -16.48
 2047   31.67   -0.33   14.72   56.18   56.08
 2048    8.15   -0.35    7.97  -31.37   56.37
 2049   -1.84   -0.34  -11.30  -13.36   17.64
 2050  -10.76   -0.27   12.13  -64.45    9.56
 2051  -30.43   -0.31  -35.35  -49.56  -36.50
 2052   14.88   -0.35   56.24  -54.00   57.61
 2053   14.70   -0.34  -35.03   57.93   36.24
 2054    1.16   -0.35    0.30   22.29  -17.59
 2055   14.44   -0.34    7.97   50.04    0.09
 2056    1.94   -0.35   37.21  -71.79   42.67
 2057  -34.87   -0.34  -35.45  -74.49  -29.19
 2058    6.50   -0.35    1.15  -21.51   46.72
 2059   16.92   -0.35   18.32   16.84   32.88
 2060   10.79   -0.29   17.35   31.76   -5.66
 2061   -0.53   -0.29   -0.23   10.42  -12.03
 2062  -22.24   -0.35  -34.95  -47.70   -5.96
 2063    8.73   -0.35  -35.19  -14.89   85.33
 2064  -29.70   -0.28  -24.97  -53.12  -40.43
 2065    3.74   -0.34    7.24   40.24  -32.18
 2066    6.13   -0.35   -9.63   29.22    5.30
 2067   20.80   -0.35   34.70   63.97  -15.10
 2068  -32.05   -0.34   31.50 -115.95  -43.41
 2069   -1.72   -0.30   10.44    9.13  -26.15
 2070  -13.06   -0.34  -16.72  -69.48   34.31
 2071    1.38    0.65  -34.86   78.60  -38.88
 2072   11.92   -0.35  124.84  -69.84   -6.99
 2073  -21.34   -0.33   -3.24  -89.76    7.97
 2074   -6.80   -0.35   18.34  -33.38  -11.81
 2075   14.49   -0.35  -28.58   57.82   29.09
 2076    3.59   -0.13  -18.53   37.57   -4.54
 2077    7.04   -0.35  101.64  -85.90   12.78
 2078    8.68   -0.35    7.30   61.12  -33.37
 2079   15.75   -0.34   13.20   38.76   11.40
 2080  -30.89   -0.32  -22.98  -81.74  -18.52
 2081    8.35   -0.34   34.61   33.24  -34.12
 2082   -4.53   -0.35  -29.48  -10.23   21.93
 2083   15.42   -0.23   22.90   70.00  -30.99
 2084   -1.47    0.91   28.24  -12.33  -22.68
 2085   40.01   -0.34   61.30  101.90   -2.84
 2086  -13.45   -0.34  -32.99 -112.29   91.82
 2087   14.54   -0.16   23.21   38.47   -3.34
 2088  -18.90    8.32  -19.39  -66.41    1.88
 2089   15.54   -0.35   80.87  -44.64   26.29
 2090  -18.78   -0.35  -16.59  -68.13    9.96
 2091  -11.13   -0.35  -34.88   -9.00   -0.29
 2092  -21.59   -0.33  -10.28  -83.79    8.02
 2093  -17.74   -0.26  -26.33  -55.02   10.66
 2094  -21.95   -0.35  -35.08  -91.85   39.50
 2095  -25.47   -0.35    4.52  -66.50  -39.57
 2096  -10.11   -0.33  -23.47  -48.62   31.98
 2097  -43.92   -0.34  -31.63 -112.17  -31.56
 2098  -10.03   -0.34  -27.29   -8.32   -4.18
 2099   -8.06   -0.35  -26.02   34.42  -40.30
 2100  -26.15   -0.35  -10.98  -66.47  -26.80
Projections under SRES B1 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001   14.26   -0.34  -32.80   78.69   11.48
 2002   12.10   -0.31  -28.19   40.28   36.62
 2003   -5.15   -0.34    9.31  -54.51   24.93
 2004   32.74   -0.35   -9.60  101.63   39.29
 2005  -28.73   -0.35  -20.90  -55.86  -37.82
 2006    0.92   -0.35  -29.80    9.57   24.27
 2007  -17.73   -0.35  -23.50  -86.08   39.00
 2008  -19.60   -0.34  -28.82  -51.25    2.00
 2009   11.45   -0.35  -27.07   52.35   20.87
 2010    6.93   -0.18  -19.19   29.13   17.96
 2011   16.91   -0.34  -17.27   76.25    8.99
 2012   -7.25   -0.34  -28.58   34.38  -34.47
 2013   19.76   -0.34  -29.19   71.77   36.81
 2014   42.17   -0.22   39.28  102.14   27.46
 2015   33.83   -0.35   44.21   84.71    6.76
 2016    7.38   -0.34   -7.42   32.12    5.16
 2017  -44.41   -0.32  -27.57 -143.03   -6.74
 2018    6.52   -0.34   69.00  -25.72  -16.87
 2019    2.98   -0.33  -28.42   55.53  -14.85
 2020   12.13    0.00  -32.42   83.79   -2.86
 2021   52.31   -0.25    6.40  163.21   39.88
 2022   26.56   -0.32   24.19   78.11    4.28
 2023    5.86   -0.35  -12.24   64.96  -28.95
 2024   31.16   -0.25   31.17  107.81  -14.09
 2025   20.78   -0.35   24.47  -46.27  105.25
 2026   24.56   -0.34   27.40   51.43   19.76
 2027    3.57   -0.17   -5.12    2.91   16.67
 2028   20.74   -0.30  -16.67  118.35  -18.43
 2029  -33.87   -0.29  -35.35 -127.26   27.43
 2030   -6.05   -0.07  -35.32  -33.46   44.66
 2031   36.70   -0.35  107.82   49.01   -9.70
 2032    2.84   -0.34  -29.28   16.19   24.80
 2033   -2.35   -0.34   -1.57  -15.16    7.68
 2034   16.26   -0.24  -16.71   58.12   23.89
 2035   24.21   -0.32   15.21   52.77   29.20
 2036   22.21   -0.34  -26.70  123.40   -7.52
 2037   -4.84   -0.34  -31.65   15.25   -2.63
 2038   18.35   -0.30   20.44   79.48  -26.19
 2039  -12.12   -0.35  -22.37  -33.07    7.30
 2040    2.60   -0.34   25.66  -12.66   -2.24
 2041   16.07   -0.33    1.95   98.53  -35.85
 2042   49.31   -0.28   44.20  105.92   47.38
 2043   -2.81   -0.35  -29.04    6.72   11.42
 2044   34.56   -0.34   60.16   67.86   10.57
 2045   47.27   -0.34   27.06  150.78   11.57
 2046   32.72   -0.35   51.82  105.29  -25.89
 2047   29.74   -0.35  -29.23  135.41   13.10
 2048   -8.39   -0.29  -29.93   40.07  -43.40
 2049  -27.42   -0.34  -33.10  -81.74    5.49
 2050    6.33   -0.34  -31.14   31.63   25.18
 2051    6.56   -0.33  -12.07   20.28   18.37
 2052    5.25   -0.35    1.85    1.28   18.24
 2053  -26.48   -0.34  -28.41 -112.60   35.42
 2054   -1.39   -0.33   -0.30   11.88  -16.82
 2055  -12.76   -0.29  -22.92  -59.21   31.37
 2056   20.39   -0.35   10.41  -11.78   83.28
 2057    0.33   -0.34  -21.23   39.18  -16.30
 2058   -7.62    2.31  -30.94  -26.61   24.76
 2059   27.14   -0.34   48.01   49.76   11.12
 2060  -15.32   -0.35  -31.37   -0.34  -29.20
 2061    2.49    0.12  -30.28   60.03  -19.90
 2062    9.76   -0.34  -31.48   69.63    1.24
 2063   34.20   -0.35   32.23   76.08   28.84
 2064  -11.26   -0.34  -35.07    9.61  -19.26
 2065  -12.79   -0.34  -19.22  -67.71   36.13
 2066   17.73   -0.32  -34.46   68.49   37.21
 2067    0.82   -0.35  -20.16   37.67  -13.89
 2068   20.68   -0.33  -31.65   59.13   55.58
 2069   12.16   -0.27   11.38   61.89  -24.35
 2070   36.37   -0.35   38.70  114.27   -7.12
 2071   23.43   -0.34   39.88   65.48  -11.29
 2072   23.12    2.71  -10.54  100.40   -0.10
 2073   13.67   -0.35  -35.11   60.72   29.42
 2074   47.63   -0.23   75.33   56.16   59.27
 2075   48.62    0.10   -5.53  144.57   55.34
 2076   10.38   -0.32    2.40  -13.96   53.40
 2077   -2.76    1.26  -34.78   50.68  -28.21
 2078   13.02   -0.35   59.09   42.35  -49.02
 2079  -12.35   -0.34    9.17  -45.27  -12.95
 2080  -15.96   -0.35    2.88  -61.67   -4.70
 2081   52.49   -0.35   61.43  120.34   28.53
 2082   12.58   -0.27    6.62   26.98   16.99
 2083   38.02   -0.34   32.32  118.79    1.31
 2084   36.50    0.07   18.43   81.00   46.52
 2085    2.26   -0.32  -16.33   47.27  -21.56
 2086  -17.65   -0.34  -19.30  -81.84   30.88
 2087   -4.70   -0.23   -5.58  -27.49   14.49
 2088    1.47    0.69  -17.40   39.93  -17.34
 2089  -12.31   -0.32  -32.94  -66.35   50.39
 2090   29.18   -0.31    8.95  116.36   -8.27
 2091  -11.89   -0.05   17.93  -59.56   -5.87
 2092   16.29   -0.34    1.67   24.47   39.35
 2093   21.94   -0.31   50.94   26.28   10.87
 2094   -2.71   -0.34  -28.50  -15.06   33.07
 2095   95.72   -0.32  172.11  195.00   16.10
 2096   14.29   -0.34   -9.23   67.29   -0.58
 2097  -36.29   -0.35  -23.71 -104.45  -16.67
 2098   23.92   -0.33    5.96   62.59   27.48
 2099   23.76   -0.33   -4.53  145.35  -45.44
 2100   38.27   -0.35   25.98   89.13   38.33
