Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 2034    2.81  -23.89  -18.32   50.02  -21.20
 2035    8.65   -1.86  -33.39   49.18    3.67
 2036    5.26    4.21   60.17  -22.81  -11.51
 2037  -27.43   -4.21  -16.32  -44.61  -31.13
 2038   19.11   13.45  -17.24   70.72   -9.56
 2039    5.86   -1.09   19.99   19.95  -22.41
 2040   16.44   -2.58  -20.18   60.80    6.60
 2041   16.24   -4.73   46.72   45.89  -39.80
 2042   10.94   -5.89   58.86    3.65  -16.04
 2043  -18.01   -8.71    9.78  -32.81  -32.26
 2044   22.03    3.96   10.51   50.08    8.19
 2045   28.46    1.18   -6.94   66.33   31.58
 2046    6.52   11.33   21.28   -2.91    1.12
 2047   15.33  -12.14   53.36    4.23   10.39
 2048   10.67    4.61  -15.06   41.17   -0.23
 2049  -13.36  -24.19  -43.92   37.16  -42.94
 2050   23.59   -5.02    1.53   42.97   38.87
 2051  -19.18  -20.41  -25.16  -14.31  -18.86
 2052   -6.72    8.48  -21.91    9.59  -23.39
 2053   -9.06    6.21  -23.47   -5.96   -8.97
 2054  -19.44    5.94  -17.03  -47.66   -1.16
 2055   10.92   14.12   -1.85   30.85   -5.01
 2056    3.94   -3.08   54.34  -21.99   -7.21
 2057   -1.54    5.85  -32.03   16.65   -0.25
 2058   29.51    7.04  -13.59   99.82   -6.18
 2059  -27.68   10.51   11.36  -77.74  -25.45
 2060   17.31    4.13   30.20   23.49    4.99
 2061   24.71    3.79  -60.18   91.68   34.26
 2062  -26.61    3.04    2.50  -76.63   -8.82
 2063   55.64    1.06   48.85  112.85   22.53
 2064  -21.18   17.08  -10.84  -40.00  -31.95
 2065  -22.70  -17.00  -56.12  -27.31   13.04
 2066   -6.22  -12.23  -39.66   21.98   -6.35
 2067   30.93   -3.89   40.23   56.79   10.37
 2068   21.68   -0.72   40.02   33.93    1.95
 2069  -18.60  -17.92  -15.66  -25.47  -12.86
 2070  -18.74  -25.49  -31.32    0.81  -27.72
 2071   34.72   14.51    2.11   51.20   58.84
 2072   -9.20   -4.30  -18.25    6.40  -24.23
 2073   -3.33  -10.93  -46.54   25.98    5.85
 2074   -1.40   -9.40  -71.84   50.60    5.05
 2075  -41.14   -5.09  -30.20  -92.75   -7.31
 2076    1.54    4.75    0.99   21.47  -26.62
 2077   17.45    4.27   -7.23   65.71  -13.43
 2078  -20.45  -19.35  -40.15  -11.59  -13.29
 2079  -14.74   -8.45  -29.33  -16.47   -2.03
 2080    8.80   16.92  -42.73   67.43  -23.27
 2081  -12.84   -0.86  -15.50  -45.76   25.71
 2082  -20.50   -5.41  -30.84   -6.26  -39.19
 2083    4.31  -11.16  -12.57   51.82  -31.85
 2084   -5.17    2.31  -24.15  -19.21   27.53
 2085  -23.05   -1.94  -55.54    5.57  -42.80
 2086    9.81   -5.16  -29.37   52.01    2.71
 2087  -24.41    2.04  -28.06  -31.06  -29.54
 2088  -16.23  -31.20    6.29  -12.13  -34.25
 2089   41.31   -8.06   57.90  110.58  -34.75
 2090   -5.80    3.03   -7.82  -29.75   22.28
 2091  -28.14   -3.57  -46.30  -34.91  -17.35
 2092   21.11   12.84  -32.12   91.72  -14.29
 2093    9.15   -6.11    5.83   42.19  -21.42
 2094    5.94   -2.94  -26.88   53.95  -19.34
 2095   10.65   -8.86   -1.77   56.96  -25.68
 2096   -3.27  -28.01  -53.90   66.80  -29.59
 2097   27.03    2.65   36.90   66.08  -18.64
 2098  -17.02   -6.72  -24.73  -35.47    8.42
 2099    6.87  -13.70  -23.35   57.43  -16.61
 2100    3.42  -21.08  -16.04   17.99   19.81
Projections under SRES A1B scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001    2.49   -6.39  -25.49   23.01    9.04
 2002   28.13    3.46   21.24   59.14   10.12
 2003   26.38    8.80   19.98   60.92   -1.55
 2004   10.31   21.44    6.40   10.39    6.69
 2005   22.91    6.08  -17.58   54.99   31.84
 2006  -29.98  -17.33   11.78  -81.85  -11.02
 2007   11.64   -2.98    0.56   54.60  -24.81
 2008   -5.85   -9.21   31.26  -11.14  -33.66
 2009   11.44   11.57   34.73    3.89   -1.87
 2010    3.62  -30.77  -30.57   42.66    8.70
 2011   11.33   -7.09    2.94   29.37    7.98
 2012   -9.13    2.40  -50.67   14.20   -6.38
 2013   45.12   17.70   58.92   53.30   38.71
 2014   11.00    9.78   -7.25   22.80   14.34
 2015   26.44    5.44   38.52   56.88  -12.24
 2016  -12.36    0.39    1.59  -19.18  -25.74
 2017  -20.96    5.56  -12.01  -53.63   -4.02
 2018   -5.46  -17.84  -10.57    5.82   -7.12
 2019   13.86  -11.94   30.25   37.69  -17.12
 2020  -23.18   -6.72  -12.44  -52.80   -5.40
 2021   -0.18   17.95   71.28  -51.77  -14.94
 2022   12.88    0.27   26.85   20.89   -3.38
 2023  -10.35   -6.11   -7.02  -18.16   -6.11
 2024  -15.11   -9.87  -30.58   -6.46  -14.68
 2025   21.36   -2.95  -20.42   85.41   -6.06
 2026   29.12    5.57   34.25   64.43   -7.40
 2027    3.12  -19.75   27.86    5.30   -9.27
 2028   20.72    1.98   -7.96   52.48   19.56
 2029    3.34  -22.23    3.15   32.25  -17.99
 2030   33.51   -4.81   -2.67   83.38   28.75
 2031    5.41  -11.65  -22.53   48.17  -12.30
 2032  -23.21   -2.09  -47.10  -25.66  -10.13
 2033   14.08   -0.84    9.07   36.27   -0.53
 2034   -3.27   -0.53  -48.59   36.23  -12.46
 2035  -11.38   -3.91   30.72  -29.28  -34.60
 2036   24.77    4.90   17.30   46.69   16.28
 2037   12.70   -9.89  -11.70   35.87   21.28
 2038   45.73    9.96   44.14   88.51   14.12
 2039   -5.70  -12.02   -9.24   10.50  -19.56
 2040   -1.03    6.83   -4.57   12.31  -20.50
 2041    5.56   -2.16   63.22  -20.22  -12.56
 2042    4.82    1.66   19.47   -8.57   10.13
 2043   -5.77    3.49   10.32  -45.72   25.22
 2044   26.00   12.48    3.50   78.73  -12.79
 2045   25.05    9.37  -27.02   78.13   16.78
 2046  -34.50   12.64    5.07  -99.94  -18.23
 2047    9.73    1.43   11.03   -5.53   34.30
 2048   43.13   -7.11   46.61   87.41   14.12
 2049   10.01  -21.46   28.11   29.26  -12.78
 2050   -3.39   -3.46  -37.79    8.90   14.67
 2051  -13.80   10.37  -31.73    3.17  -34.62
 2052   49.53   15.10   93.37   59.52   15.34
 2053   28.35  -12.02    5.63   83.09    4.99
 2054  -10.61   -3.26  -24.97    3.85  -20.45
 2055   -8.92    6.23  -20.94   -7.95   -8.29
 2056   37.35   -3.04   28.26   81.13   15.01
 2057  -25.60   -6.86  -36.43  -36.60  -12.60
 2058  -19.62  -22.42  -40.95  -16.24   -0.95
 2059   29.28    9.33  -34.49   80.55   37.99
 2060   22.41    2.68   -3.40   71.65   -4.29
 2061    4.65   -7.84   36.93   15.26  -33.45
 2062   -6.04    3.57  -36.75   17.21  -12.74
 2063  -21.24  -29.32  -27.11  -26.66   -2.78
 2064   22.56    2.75   18.73   85.30  -44.05
 2065   15.60   -5.60   51.39   26.58  -20.67
 2066   26.12   -0.12  -27.03   95.19    4.68
 2067   24.12  -18.61   40.86   54.02   -4.00
 2068    8.78    3.01   -2.32   46.23  -26.20
 2069  -29.41   17.88  -29.54  -49.16  -34.45
 2070   -6.95   -2.32   43.08  -44.38  -10.15
 2071  -20.06    1.26  -33.64   -8.13  -36.58
 2072   28.77   18.45   74.13   25.16   -4.88
 2073  -27.73   -0.06  -21.35  -55.88  -15.03
 2074  -14.00  -12.83    6.43  -22.45  -23.95
 2075   19.19    3.78   26.56   38.24   -3.29
 2076   33.06    7.13    9.92   86.79    1.86
 2077    6.79   -3.09   47.07   -4.89  -11.31
 2078  -21.96    0.66  -27.57  -32.83  -16.94
 2079  -30.45   -1.33  -66.11  -27.72  -17.84
 2080   50.02   -4.88   36.04  135.75  -13.72
 2081  -15.22    4.04    9.25  -28.59  -34.71
 2082   -7.54  -16.89  -10.04  -30.42   31.69
 2083  -26.09   -5.65  -29.29  -28.06  -33.91
 2084   -3.84    3.08    8.66  -11.05  -11.36
 2085   21.17    3.22   17.72   51.62   -4.02
 2086   42.34   -8.33    1.36   99.40   41.05
 2087  -20.98   11.60  -55.68  -11.78  -20.28
 2088   -1.12    0.76  -48.68   16.98   21.07
 2089   29.88    5.78    5.61   67.54   20.01
 2090   -9.61   -2.36   -7.12  -25.11    3.75
 2091   -9.89  -20.68  -27.82    0.69    1.12
 2092  -22.91   11.48   -0.36  -70.71   -4.66
 2093   39.44    7.78   63.08   46.82   27.06
 2094   27.36    1.44  -72.88   98.25   50.34
 2095    3.29   -5.61    7.40   26.87  -26.34
 2096    8.66    3.78  -33.88   26.65   30.46
 2097  -29.63   -0.23  -38.58  -45.26  -19.43
 2098  -19.07   -2.22  -53.40  -14.07   -2.62
 2099  -13.20    2.97  -23.94  -11.34  -15.72
 2100    0.56   -4.08  -12.86   31.70  -24.44
Projections under SRES B1 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001   -8.58   -2.24   -5.53   -0.45  -26.69
 2002    5.79   -4.04    6.72   29.31  -19.94
 2003   32.74   -0.88   24.87   76.51    4.66
 2004  -13.81  -15.60  -53.41    7.76   -1.76
 2005   13.02   -5.90   90.97  -11.32  -19.87
 2006   -7.11   11.34  -21.65    1.29  -16.06
 2007   -9.25   -2.58   12.02  -47.91   16.59
 2008  -10.07    0.66  -34.78   11.86  -21.74
 2009   40.73    5.15   46.13   67.08   23.92
 2010   14.93  -12.52   27.19   27.09    4.73
 2011   -1.96   -7.36    9.59   -9.71    0.43
 2012    3.36   -4.27   39.66    5.28  -30.41
 2013   -9.65    3.62  -10.93  -18.28   -5.71
 2014  -17.28   -2.11   -0.59  -50.75    0.56
 2015   25.68    6.56    2.72   71.76   -0.02
 2016  -23.99    2.90  -33.19  -35.65  -17.16
 2017    9.43   -1.09   30.00   25.75  -25.86
 2018   29.65   -6.42   26.93   78.01   -8.05
 2019   18.59    9.07   37.79   10.22   16.90
 2020   -2.56   10.76   21.49  -25.97   -4.29
 2021   13.51    2.42  -16.10   53.95   -3.42
 2022  -24.40  -13.28  -35.48  -19.79  -26.88
 2023  -14.63    6.27  -49.28   13.33  -31.19
 2024  -11.84  -10.36  -34.08   16.94  -28.95
 2025   16.62   13.35    6.60   22.98   20.35
 2026   14.32    1.03   -4.15   44.69    1.14
 2027   -1.50  -11.12   16.47  -14.21    3.88
 2028   11.39   24.28   22.68   -2.53   10.06
 2029   -6.09   -0.18  -23.07    9.17  -13.37
 2030   21.73   -3.93  -48.81   92.62   14.86
 2031   11.38  -17.22   20.15   21.63    8.00
 2032  -17.26   -6.99  -20.72  -16.10  -22.20
 2033   18.13    1.99  -14.12   42.49   28.66
 2034   37.69   -1.77   31.14   88.08    3.34
 2035   12.65   -1.73  -43.89   77.76   -8.04
 2036  -14.40    4.27  -36.53  -17.63   -0.41
 2037   29.24   15.69   21.51   75.69  -15.91
 2038   12.78   -8.06   47.09    5.22    2.44
 2039   17.56   -9.91  -10.83   68.04   -3.06
 2040   14.83    0.49   22.83    2.12   33.35
 2041   -6.72   -7.01   -9.54   -1.63  -10.50
 2042   19.71    3.85    2.57   53.99    1.72
 2043  -20.73   -5.58  -26.75  -19.25  -26.77
 2044   32.45   10.69   27.14   42.95   38.26
 2045   35.58   -6.31  -19.75  123.06    2.20
 2046   13.27  -21.39  -15.64   58.05    5.56
 2047  -13.15   -3.96  -35.73  -17.25    8.80
 2048  -23.13    5.28  -11.96  -30.33  -43.64
 2049   21.01   -7.07   -5.21   37.33   44.20
 2050  -27.59    6.55  -10.06  -66.70  -15.74
 2051   46.63    6.16   16.51  118.45    7.99
 2052    4.81   12.04  -33.87   31.19    3.50
 2053   56.98   10.69   35.16  125.82   17.89
 2054   18.68    8.74   20.43   39.65   -4.40
 2055   14.05   -1.64    1.58   28.06   18.32
 2056   42.81   -0.42   54.60   61.17   35.37
 2057   29.82    3.72   16.43   81.37   -8.11
 2058   -1.01  -14.54  -33.71   11.50   24.04
 2059   16.55   -4.38   45.60   33.73  -21.47
 2060   16.36   11.47   50.82    6.71   -1.99
 2061  -25.44  -30.46  -17.30  -72.83   32.95
 2062   13.87   17.22  -20.73   28.36   26.93
 2063   -2.88  -15.45   -3.49    2.59   -1.20
 2064    5.55  -23.88  -23.83   42.68    5.06
 2065    3.53   -2.87    3.54    8.66    0.95
 2066  -20.62    2.12  -36.19  -35.80    0.05
 2067    5.03    3.22   -4.90   18.95   -2.41
 2068    2.85  -15.17   -8.97   35.29  -16.56
 2069  -16.62  -17.15  -28.44   -6.04  -18.55
 2070   15.73   -8.95   22.71   44.19  -12.76
 2071   30.61   11.35   66.44   44.68  -11.14
 2072    9.50   -6.26    7.98   33.81  -10.88
 2073   17.29   14.48   30.13   32.11  -13.44
 2074   -2.08    0.62   25.27  -22.32   -4.23
 2075   16.57    1.69    7.80   35.65    9.82
 2076   25.68   10.37    8.63   68.69   -4.41
 2077   -7.20   -7.49  -16.84    7.08  -16.41
 2078   38.77  -20.58   -0.80  151.44  -32.32
 2079   12.27  -19.11  -17.49   56.61    3.85
 2080   -7.76    6.78  -49.54   13.54   -4.07
 2081    3.31    8.82  -14.57    7.87   11.45
 2082    8.05   20.41  -34.65   26.37   18.08
 2083   -9.74    7.73  -39.21   -1.88   -2.41
 2084   21.06  -17.80   -5.35   33.14   57.30
 2085    7.02   18.14   13.75    3.89   -2.95
 2086   31.05  -12.69   34.97   32.35   54.55
 2087  -15.89    3.53  -44.00  -15.96   -0.61
 2088   13.00   14.97    1.67   38.54  -11.05
 2089   33.94   -3.36  -12.45   78.98   45.13
 2090   -5.43  -17.11  -19.63   -5.80   17.05
 2091   23.35    4.98   32.24   52.50  -12.17
 2092   28.12    6.14  -24.61   83.28   21.96
 2093   29.93  -11.77    0.48   74.75   27.43
 2094   22.08   -2.14   34.11    5.07   48.87
 2095  -16.85  -12.52  -33.93    4.81  -31.53
 2096   24.43   -0.01    4.48   86.97  -22.71
 2097   22.81    5.31    3.96   39.08   31.62
 2098    9.83   -9.29  -41.32   57.30   10.43
 2099  -13.22   -4.18  -33.00   13.07  -34.50
 2100   33.14   16.35  -20.65   85.02   28.95
