Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 2034    0.80   -6.94  -31.49   75.96  -34.34
 2035   -2.33   -2.68  -30.58   25.51   -1.58
 2036  -22.26   -2.51  -19.39  -42.16  -25.00
 2037   16.57   -0.24   62.76   36.39  -32.64
 2038   15.58    4.67   37.16   58.14  -37.64
 2039   -0.12    7.46  -21.70   17.20   -3.45
 2040   19.13   -3.47   51.29   -0.44   29.12
 2041    0.23   -4.61   24.05   30.96  -49.47
 2042  -19.86   -3.81    1.23  -89.89   13.06
 2043   -3.79   -1.30   -8.75   17.10  -22.20
 2044  -15.63   -0.09  -14.54  -33.98  -13.91
 2045   39.74   -0.35   34.09   83.76   41.46
 2046   -5.06    3.04  -30.39  -10.63   17.75
 2047   10.96   -4.31   75.15  -48.77   21.76
 2048   17.76   -0.70   11.65   34.69   25.40
 2049  -63.91   -9.67  -96.44  -99.55  -49.98
 2050    8.01   -3.44   23.55  -25.47   37.39
 2051  -17.83   -8.94  -17.87  -30.95  -13.55
 2052   12.37   -3.19  102.58  -26.02  -23.88
 2053   -0.98   -2.74  -20.24   31.18  -12.11
 2054   23.96   -2.20    1.29   92.87    3.89
 2055  -20.35    4.18   -8.44  -80.15    3.03
 2056   27.60   -1.66   72.99   24.27   14.82
 2057   14.81   -0.52  -37.03   70.45   26.35
 2058    6.96   -4.21  -25.16   70.57  -13.37
 2059  -17.06    1.54   -8.95  -32.25  -28.57
 2060   -1.14   -3.20  -42.02   22.43   18.22
 2061   26.54   -6.31  -64.48  119.57   57.37
 2062  -27.85    8.74    7.90 -115.52  -12.54
 2063   11.44   -7.74   30.01  -31.37   54.85
 2064  -17.44   -1.73  -12.94  -17.95  -37.16
 2065   -9.65   -7.57  -20.15  -40.56   29.66
 2066  -18.38   -7.11  -28.88  -36.89   -0.64
 2067    0.28   -3.50   24.28  -22.48    2.82
 2068   -0.02   -6.59  -45.01   51.92   -0.39
 2069    3.53   -6.13  -50.94   79.64   -8.43
 2070  -15.67  -12.50  -37.01   28.71  -41.89
 2071   -3.01    0.66    3.43  -71.27   55.13
 2072   10.06   -6.51   28.83   34.05  -16.12
 2073   -4.91   -1.06  -24.20   13.35   -7.71
 2074  -24.92   -8.50  -67.58   -8.94  -14.67
 2075  -27.98   -7.83  -24.30  -74.97   -4.84
 2076   -5.71    1.40   24.28  -17.60  -30.92
 2077   -0.37   -0.05  -54.78   57.08   -3.74
 2078   -9.22  -11.99  -17.56   -7.65    0.30
 2079    1.86   -4.08   41.70  -56.23   26.03
 2080   -1.94   -1.28   45.41  -32.01  -19.89
 2081    9.27   -0.55  -15.80   -3.56   56.98
 2082  -46.32   -4.53  -16.30 -122.56  -41.89
 2083  -28.98  -10.16  -35.99  -35.99  -33.77
 2084  -17.05   -5.96  -24.78  -65.46   28.00
 2085  -32.67   -7.85  -15.78  -64.84  -42.20
 2086  -17.11   -8.09    6.43  -57.73   -9.07
 2087   13.52    1.91   61.48   -7.13   -2.17
 2088  -25.00  -11.50   -5.44  -42.31  -40.74
 2089   13.49   -4.63  135.02  -29.64  -46.79
 2090    0.07   -4.36   78.00  -91.76   18.42
 2091  -21.74   -4.17   34.77  -87.55  -30.00
 2092   15.99    1.42   91.42  -24.80   -4.08
 2093    3.46   -5.73   46.95   -6.03  -21.36
 2094   -4.86   -0.82   33.10  -17.55  -34.18
 2095    8.69    5.67   95.54  -40.97  -25.46
 2096  -16.60  -10.34   -7.35  -19.86  -28.86
 2097  -12.09    0.45   23.12  -53.65  -18.30
 2098  -22.80    1.07  -45.31  -52.88    5.93
 2099  -12.33   -8.03   27.81  -58.89  -10.22
 2100   -8.27  -11.08   29.45  -78.68   27.23
Projections under SRES A1B scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001   -8.78   -8.44   -0.29  -35.19    8.79
 2002   -5.84    9.28    7.47  -47.07    6.95
 2003   -5.85    2.97  -39.67   18.63   -5.32
 2004   18.69    2.58   37.45   16.71   18.03
 2005   -9.60   -1.84  -69.38    1.26   31.55
 2006  -14.71   -6.24   -3.05  -58.19    8.65
 2007   13.58   -2.17   38.27   61.34  -43.11
 2008  -17.01   -0.37  -26.41    5.50  -46.76
 2009  -18.58    6.06  -54.45   -0.40  -25.53
 2010   16.28   -4.43   61.50  -18.69   26.75
 2011    8.89   -3.46    7.20   44.62  -12.82
 2012   -1.22   -5.69  -73.41   65.31    8.92
 2013   14.62   11.95    2.44   -2.29   46.39
 2014  -16.26    5.88  -69.08   -2.42    0.60
 2015   22.97   -2.40   22.99   73.56   -2.26
 2016   24.75   -2.53   77.56   56.20  -32.22
 2017   -9.69    2.45   -0.20  -41.44    0.44
 2018   37.33   -1.17   55.70   55.62   39.17
 2019  -12.45   -4.47    0.99  -33.66  -12.67
 2020  -15.64    0.96  -56.18  -21.84   14.51
 2021   -6.57   13.53   49.96  -67.74  -22.03
 2022   10.05   -1.07   45.34  -36.81   32.73
 2023    9.22    6.86   41.36   -5.91   -5.44
 2024   11.28   -5.62   50.31   33.47  -33.04
 2025    7.06    2.32   17.73   27.21  -19.01
 2026    5.42   -7.15   21.87  -21.52   28.49
 2027   13.38   -5.22  -17.77   49.05   27.45
 2028  -21.74    2.67  -65.34  -31.79    7.51
 2029  -25.57    2.18  -27.60  -43.77  -33.09
 2030   25.54   -6.66   21.80   52.12   34.89
 2031   36.80   -3.54   29.89   90.60   30.24
 2032   -8.01   -4.19  -83.06   39.08   16.12
 2033   -5.94   -2.07  -24.92   23.06  -19.84
 2034   -8.43   -1.88  -32.30  -11.95   12.40
 2035  -13.30   -2.64  -18.08   -3.54  -28.95
 2036    6.59    5.45  -26.77   19.67   28.02
 2037    2.24   -6.59   -4.20    2.03   17.73
 2038   32.18    1.52   96.47   24.77    5.97
 2039    0.35   -7.29   36.17  -17.68   -9.82
 2040  -14.67    0.34  -44.02   14.66  -29.67
 2041   -9.59   -2.13  -40.15   -0.70    4.63
 2042   17.01    3.55  -10.45   47.15   27.80
 2043   14.85    3.98  -14.56   38.19   31.78
 2044  -16.77    4.68  -28.52  -12.81  -30.43
 2045    2.78    0.60   -9.62    9.81   10.34
 2046  -23.68    4.00  -36.12  -47.31  -15.27
 2047   26.46   -0.44   51.47    3.09   51.73
 2048    8.42   -5.68   18.53   -9.62   30.45
 2049    1.13   -9.75    7.55   -2.46    9.18
 2050    6.30   -9.21   21.10  -16.80   30.11
 2051  -21.88    4.03  -38.23   -8.08  -45.25
 2052   25.91   -2.42   77.85  -10.92   39.12
 2053    9.58   -3.30  -19.10   42.51   18.20
 2054  -13.50   -6.60  -21.48   -7.33  -18.58
 2055   21.70   -2.27   61.82   29.66   -2.40
 2056   16.83   -0.53   53.09  -37.72   52.47
 2057  -33.56   -1.21  -90.63  -23.33  -19.06
 2058  -10.50   -9.58  -36.44  -18.26   22.29
 2059   25.47    0.63   33.33   35.66   32.26
 2060   11.48    5.59   20.81   29.63  -10.09
 2061   12.15   -3.65   69.25    4.91  -21.91
 2062  -31.63   -3.55  -63.67  -38.72  -20.60
 2063  -10.59  -12.00  -50.14  -20.05   39.84
 2064    0.79    2.28   66.26  -20.83  -44.55
 2065    3.22   -1.68   28.28   19.10  -32.81
 2066   10.74   -4.47   -3.91   49.64    1.68
 2067   16.87   -9.92   42.45   46.78  -11.84
 2068  -18.38   -1.28   58.64  -92.95  -37.92
 2069    9.19    4.36   81.92  -15.16  -34.36
 2070  -20.67   -6.78  -46.75  -33.34    4.19
 2071   -9.71   -0.27  -40.23   42.73  -41.07
 2072   23.90   -1.30  116.12  -15.80   -3.42
 2073  -22.82   -1.69  -10.64  -69.22   -9.76
 2074   -0.65   -7.08   73.41  -47.52  -21.42
 2075   33.48   -5.55    0.78  109.24   29.47
 2076   21.18   -0.80   24.47   70.56   -9.53
 2077    0.80   -5.50   65.16  -59.34    2.87
 2078    3.82   -1.91   -6.64   51.35  -27.52
 2079   12.53   -8.06  -18.00   73.63    2.54
 2080   -2.48   -5.14   20.72   -7.65  -17.85
 2081   -6.74    0.51   -6.70   24.05  -44.81
 2082  -11.85  -11.82  -53.31  -18.79   36.52
 2083   11.25   -4.82   16.61   68.51  -35.30
 2084    1.40    9.33   76.63  -54.21  -26.17
 2085   26.48    2.18   61.93   43.46   -1.66
 2086   -1.18   -2.12  -34.72  -40.31   72.44
 2087   13.40   -2.68   55.36    4.99   -4.07
 2088   10.66    2.10   29.29  -22.15   33.40
 2089   12.00    0.09   75.77  -47.05   19.19
 2090   -2.39   -0.77    3.66  -30.11   17.65
 2091   -5.88   -7.14  -59.50   40.79    2.34
 2092   -6.07   -1.44  -22.80  -15.33   15.30
 2093    5.08    8.36   -2.34  -18.89   33.18
 2094   -3.32   -6.09  -54.08  -14.13   61.01
 2095  -22.95   -7.42   -3.31  -38.98  -42.10
 2096   -3.72    0.41   -0.09  -33.08   17.88
 2097  -37.83   -1.35  -63.57  -49.82  -36.58
 2098  -19.71   -2.38  -78.40    8.39   -6.46
 2099  -19.85   -5.01  -46.55   12.25  -40.08
 2100  -37.89   -4.80  -55.36  -69.07  -22.33
Projections under SRES B1 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001   -3.92    0.24  -37.82   42.34  -20.42
 2002    8.06   -1.47   11.33    9.61   12.76
 2003    4.24   -0.80    3.30   -0.10   14.55
 2004   21.93   -6.16    4.37   63.11   26.40
 2005  -12.93   -3.63   21.81  -29.57  -40.31
 2006    8.97    0.81  -15.05   38.05   12.05
 2007  -12.18   -8.18  -34.60  -41.06   35.12
 2008  -18.11    1.03  -14.24  -54.29   -4.92
 2009    6.94    1.99  -23.48   22.51   26.72
 2010    3.92   -1.37  -16.44   37.63   -4.13
 2011   15.76   -1.79   27.86   34.18    2.78
 2012    0.48    0.78    3.76   41.73  -44.35
 2013   21.22   -4.84  -52.27  110.75   31.25
 2014   16.43    4.84    6.21   37.42   17.27
 2015   22.95   -0.06   18.51   83.69  -10.35
 2016   -4.16    1.67  -65.42   31.46   15.64
 2017  -18.69    4.32  -18.08  -55.07   -5.92
 2018   13.47   -2.67   71.88    3.73  -19.04
 2019   13.06    6.66   20.62   16.55    8.40
 2020    3.59   10.04  -22.31   33.74   -7.11
 2021   34.44   -1.11   43.73   89.52    5.63
 2022    6.39   -2.38   42.92    3.91  -18.90
 2023    4.21   -3.90    6.47   56.08  -41.80
 2024   11.55   -1.82   34.78   38.28  -25.02
 2025   28.12   -3.99   56.07   -5.18   65.59
 2026   11.43   -0.17    6.12   20.22   19.54
 2027   10.08   -1.25    2.63   23.09   15.84
 2028   26.33    3.58   48.00   54.74   -1.00
 2029  -25.90    3.52  -94.06  -24.32   11.25
 2030   -3.78   -1.31  -46.33   -3.33   35.85
 2031   31.05   -8.47  105.54   28.17   -1.05
 2032   -2.56   -3.22  -48.97   36.78    5.16
 2033    6.84    1.34    4.17   10.75   11.11
 2034   16.70    3.69  -11.67   45.63   29.16
 2035   20.40    6.08   -0.91   50.87   25.56
 2036    2.42   -0.08  -73.68   85.71   -2.26
 2037   15.25    4.94   57.07   19.58  -20.60
 2038   17.37   -2.23   48.73   49.52  -26.54
 2039   10.07   -8.87   27.33   27.56   -5.75
 2040   23.64   -4.90   49.39   12.23   37.85
 2041   14.14   -6.49   49.97   39.40  -26.32
 2042   38.36   -0.10   52.24   78.89   22.39
 2043    0.57   -6.86   -9.92   18.58    0.50
 2044   42.00    3.94   43.47   80.09   40.50
 2045   34.67    0.25   27.15  100.22   11.05
 2046   28.96   -7.83   50.00   76.13   -2.46
 2047   17.93   -2.11    3.84   57.37   12.63
 2048  -24.54   -0.35  -83.30   34.24  -48.75
 2049    0.82   -1.14   -3.42  -20.74   28.60
 2050    0.17    4.04  -34.94   17.58   14.01
 2051   13.30    3.57  -18.19   51.54   16.28
 2052   -5.14   -0.39  -52.99   11.37   21.46
 2053   -8.50   -2.61   -3.49  -65.24   37.32
 2054   22.88    2.15   97.56  -10.30    2.13
 2055   -6.81   -4.83  -25.59  -24.73   27.90
 2056   23.18   -3.63   17.38   10.68   68.30
 2057    4.90   -3.66   29.17   12.94  -18.86
 2058   -8.38    7.70  -42.02   -6.18    6.97
 2059   19.90   -0.55   63.74   25.56   -9.12
 2060   -5.82    0.95  -42.70   37.78  -19.31
 2061   -7.69   -7.94  -52.48   18.42   11.23
 2062   18.70   -0.19  -18.79   67.94   25.83
 2063   34.17   -5.60   68.06   53.26   20.96
 2064   -3.52   -9.59  -52.06   50.47   -2.89
 2065  -12.97   -1.90  -38.09  -23.27   11.39
 2066   22.34    1.31  -46.09  102.96   31.17
 2067    1.94   -9.05   22.65   -9.46    3.63
 2068   12.67   -2.85  -47.17   76.67   24.02
 2069   15.57   -6.16   54.12   38.48  -24.16
 2070   18.31   -6.23   -6.26   96.31  -10.59
 2071   21.64    5.61   36.89   69.73  -25.65
 2072   12.11    7.04  -19.84   56.90    4.36
 2073    1.19   -1.33  -45.19   36.69   14.58
 2074   34.58   -4.33   65.10   41.12   36.44
 2075   41.73   -1.83   37.60   99.92   31.23
 2076   11.02    6.31    3.62   -1.09   35.22
 2077    1.72    5.21  -37.96   61.12  -21.49
 2078    8.74   -6.31   61.05   31.56  -51.35
 2079    5.48   -8.05   57.23  -19.68   -7.59
 2080  -10.24   -4.64   -2.86  -28.58   -4.89
 2081   32.02   -1.22   47.01   68.86   13.44
 2082    6.38    8.28  -30.87   26.50   21.62
 2083   30.07   -0.08   40.17   78.33    1.88
 2084   35.06   -2.39  -11.17   88.81   64.99
 2085    5.37    4.48   31.76   -3.43  -11.33
 2086   -7.81   -6.94  -14.41  -47.42   37.54
 2087    2.02    2.01  -14.36    3.97   16.48
 2088  -11.18   -5.71  -26.22    0.73  -13.51
 2089   -5.92   -4.13  -49.35  -16.49   46.30
 2090   24.92   -7.96   25.94   62.70   19.02
 2091   -7.04   -4.66   16.38  -36.89   -2.98
 2092   23.24    1.98   23.27   16.81   50.89
 2093   37.11   -5.00  107.50    3.72   42.22
 2094   14.32   -2.70  -45.32   29.57   75.75
 2095   47.16   -1.10   93.09  106.94  -10.31
 2096    5.44  -10.39  -10.46   57.20  -14.61
 2097  -12.17   -2.69  -17.42  -29.16    0.58
 2098   22.26   -4.62   22.30   48.21   23.14
 2099    2.01   -2.06  -48.83  108.74  -49.82
 2100   29.04    4.55   10.46   48.58   52.57
